,id,dev response date,dev response,review date,review title,review,rating,isEdited,userName
10,,,,2023-01-07 06:08:29,So many issues!,"The app always seems be having issues! Can’t watch tv on my iPhone, either I’ll get the sound and no picture or it will work for a few seconds and then freeze with the sound still playing, OR I’ll open the app and nothing will happen. 
Not only am I having issues on my phone, the app on my tv gives problems too. I have a TV with a built-in Roku in my bedroom, and when I watch the spectrum app, it will do the same thing by freezing where I would have to log out of the app and log back in to try to get it to work. It’s very frustrating and I wish that they would fix the issues. I was looking at all the reviews of a few years old, but still having the same issue. All other streaming work great on my phone and tv. Please, please fix this issue.",1,False,Tvosges
11,,,,2023-03-17 22:45:38,Buckeyelarry,"Even though Spectrum is cheaper than Directv, it is also not as good. Directv has much more to offer, especially when it comes to their recording box. They also have much better sports programing.
However, being a satellite company, whenever the weather is bad, you can count on Directv to go out!
I guess you get what you pay for, but it would be nice if Spectrum would change their recording boxes so that you could record more shows at one time. They also need to do a better job of making sure our outside wiring is up to date. We have been dealing with wire connections fir a long time.",4,False,Manchester1974
12,34136286.0,2023-01-06T19:31:55Z,We're thrilled the app is meeting your expectations. Thanks so much for the excellent rating and for being a Spectrum customer! ^,2023-01-05 13:27:01,More Easier,Well let's see🥹👀 I use to run to the SpectrumStore every month and I was tired and sometimes hot🔥 from racing around town. And one day something happened and I was left with no choice but to use the spectrum app and Guess what? It worked out and was convenient. I probably would be still running here and there every month. Sometimes the old way is unbearable unless. I needed to try this app I can pay my bill from home. Thanks Spectrum for having this app for an old timer 😀☺️👀🕒🕒💬like me 😆 lol,5,False,Old/new timer☺️👌
13,35040591.0,2023-02-23T19:52:29Z,"Thanks for taking the time to share your experience with us! We’re glad to hear that we are providing a quality experience for you. ^STS
",2023-02-22 14:30:37,Simple and Easy to Use,"The Spectrum App is extremely User Friendly.  I love the layout and view.  It is easy to read and follow.  A very practical approach which makes it simple and easy to use.  I have been with Spectrum Mobile and Internet Service for about 1-Month and it has been an overall pleasant experience!  From the installation, to the customer service, the pricing and quality of the technology/service!  It has been a pleasant surprise and just a blessing at this time!",5,False,Leslie '
14,34889554.0,2023-02-15T16:42:37Z,"Thanks for taking the time to share your experience with us! We’re glad to hear that we are providing a quality experience for you. ^STS
",2023-02-13 18:41:58,Amazing service!,"Called Spectrum this morning as our internet was intermittent or just down almost everyday.  Within 3 hours, Steven, the technician sent here replaced our very old modem/router unit and installed two separate ones.  Called Spectrum again, and Jim walked me through the process for changing my network name and password - and like magic, all 16 of my devices connected within seconds.  I did not have to do each individually, which was a hugeee surprise.  Thank you for amazing people and amazing service!",5,False,HappyWithSpectrum
15,35216153.0,2023-03-06T03:17:05Z,"We are sorry to hear you’re having issues. Please contact us by private message on Facebook (m.me/Spectrum) or on Twitter (https://twitter.com/ask_spectrum). To provide additional feedback on our Community, please visit https://community.spectrum.net/discussion/169249/troubleshooting-issues-with-the-my-spectrum-app ^DC",2023-03-05 01:00:41,Always a problem,"Let me tell you , if you are one day late in paying your bill your phone gets blown up by them but let your service go out for a 1/2 a day it’s I’m sorry for the inconvenience. I’m suppose to have the high speed internet but it keeps going out. It’s off and on. I can’t even watch a 30 minute program without it going out at lease 3 times. Yes I have called and complain but it does no good. Yes I’m looking another company. Let me tell you they need to keep in mind that there internet goes out a lot and the need to give customers longer in paying there bill without blowing up there phone. I’m very disappointed in this company",2,False,nana212521
16,34155474.0,2023-01-08T20:25:33Z,"Thank you for sharing the experience you had. We would like to make sure this rep is recognized. Please contact us on Facebook (facebook.com/spectrum), Twitter (https://twitter.com/Ask_Spectrum) or visit our customer Community (https://community.spectrum.net).
",2023-01-06 21:28:37,Spectrum review,"Tommy Nyugen ? was the name of the agent at the spectrum Southridge  mall was my very first experience dealing with spectrum. He was phenomenal, friendly, very knowledgeable, helpful and took time  to explain things.  5 stars to him 👍on the phone activation part was frustrating when I typed in my phone number the electronics kept hanging up and disconnecting me. Then once I spoke with a agent someone else’s name was attached to my phone number account. Did resolve the problem, hook up went well ….. all is good now.",5,False,Lorbyn
17,35440472.0,2023-03-17T10:33:56Z,"Thanks for taking the time to share your experience with us!  We’re glad to hear that we are providing a quality experience for you. Your excellent review made our day! ^RJR
",2023-03-15 23:11:02,Spectrum Care,They peace and joy I get with my spectrum experience is beyond no other. They customize my experience to match my personality. They have a professional staff of people who are knowledgeable in marketing and they can give advice to the customer about what to look at when deciding whether or not you need a product or services. They have been nothing but helpful in helping customers with the right product or service/services. Copy me over.,5,False,mritriedtodoyhat
18,35413534.0,2023-03-16T03:38:06Z,"Thanks for the feedback. If you should ever need direct support, want to ask a question or want provide additional feedback, please visit https://community.spectrum.net/discussion/169249/troubleshooting-issues-with-the-my-spectrum-app ",2023-03-14 17:30:28,I don't like how prices just go up unannounced,"The app is great, my only issue is spectrum is the fact that they can change their prices of things without letting me know, and also they never told me until today that I really didn't even need a dang cable box! I've been paying almost $11 extra a month for something I didn't even need! I've had spectrum for a little over three years with the cable box, so I've been paying an extra $132 a year for 3 years. I could have saved $396 had I known I didn't need the cable box. The app is great though:):)",3,False,GeorgiasFinest89
19,35580727.0,2023-03-25T11:41:04Z,Thanks for taking the time to share your experience with us!  We’re glad to hear that we are providing a quality experience for you. Your excellent review made our day! ^RJR,2023-03-24 04:35:49,Spectrum,"Thank you and god bless you 
And I love my services 
For troubleshooting my devices 
Especially my wi-Fi router
 and hotspot router as well 
That’s why I am asking 
thank you very much 
For your help 
I think I figure it out 
Myself 
And thank you again 
And i will recommend you guys 
For my family and friends 
Always and always 
I just love your business 
Especially for Spectrum 
I really really really 
really love you guys 
And I really mean it 
Because I love you guys 
So much 
And I wish 
I could work for you 
At Spectrum 
That would be great 
Thank again 
And God bless you again 
And I have the best 
company ever 
I gave you a 10 
In the ratings 
I am giving you 
A 10 
Because you are
 the greatest ever 
And I really mean it 
Because I love you guys 
That much 
Thanks again 
Love your friends 
John and Nick 
The customers 
Of yours",5,False,whispernick
20,,,,2023-01-10 21:19:26,Best service so far,After being with AT&T for almost 5 years I finally made the switch to Spectrum! Being home all day I like to stream my favorite shows while my 8 year old watches her favorite movies also while my husband plays his video games. With everything streaming on the same WIFI we have no issues with connection and everyone is able to enjoy at once. Best decision I've ever made switching to Spectrum!!!!,5,False,ShaylaaChaviss
21,,,,2023-02-19 17:23:28,ARE YALL BROKE AT SPECTRUM?,"Cause I swear my bill was only $88 , my smalllest bill so I made it last that I pay it! It’s only 1 month, I have 34 calls from spectrum ( I work & can’t answer & I definitely ain’t calling back, my time is precious) they say a friendly reminder! That’s past a friendly reminder, it’s so annoying how many call i get & im not past 1 month, maybe late but no even 2 months past , I mean man come on, I’m about to switch just on the fact YALL BLOW MY PHONE UP behind $88 dollars!! I’m not exaggerating how many times either, that’s 2 weeks late and 34 calls!! Omg PLEASE STOP THIS.. or I’ll leave this is my 2nd notice, if it continues, hello direct tv",2,False,TonyaDru
22,34613327.0,2023-02-01T11:26:21Z,"We are sorry to hear you’re having issues with the My Spectrum app. Please contact us by private message to provide additional feedback on Facebook (m.me/Spectrum), Twitter (https://twitter.com/ask_spectrum) or on our Community forum https://community.spectrum.net/discussion/169249/troubleshooting-issues-with-the-my-spectrum-app ^RJR",2023-01-30 22:46:18,App has been trash for days now,"I don’t know what is going on but I have been using this app for years.    I just got the new modem so I could pause devices, the problem is…. The app won’t work!!!    I open the app and get an error “unable to complete service request” after it tries to open for about a minute.      It works intermittently but mostly NOT working.    This has been about a week already.   I assumed it would be fixed within 24 hours.  Boy was I wrong.   Getting irritated enough to cancel my spectrum service and go with another provider.    This is bull when I pay over $100 for the service and can’t even get a working app!!!",1,False,WallerBoyMom
23,34753730.0,2023-02-08T16:01:12Z,Thanks for taking the time to share your experience with us!  We’re glad to hear that we are providing a quality experience for you. Your excellent review made our day! ^RJR,2023-02-07 11:56:04,Spectrum review,I really appreciate all the hard work and friendly customer service we were provided with at our local Spectrum store here in Georgetown! We were given the best deal discounts and we were treated with such kindness! I appreciate as well all the ways our customer service representative explained in detail the process what to expect and how easy she made it for us switching our phone plans over to spectrum.,5,False,Amy Guynn
24,,,,2023-03-08 02:25:42,App doesn’t work,"We have been trying to set up Spectrum at our new home, and the reps keep telling us “you have to use the app now to set up your internet” but the app doesn’t allow us to log-in with our account info. When we try to log in, it says “complete captcha challenge” but there’s no captcha to be seen anywhere on the page, nor is there a box to check, nor is there a button to touch for the audio captcha option.

I saw in a recent review that someone else could not only NOT access their account information, but the developer response was “contact us through Facebook or Twitter for support”.

UNBELIEVABLE AND UNPROFESSIONAL…",1,False,Scarred Boots
25,,,,2023-01-14 03:46:56,Not very useful,Only downloaded the mobile app because the website made it sound like there were more support options in the app. It’s the same limited Bot chat function & it took numerous times for the app to even let me log in because it was stuck on the loading page. Wasn’t able to see any other info for internet plans & it directs me to call in. So the app itself is pointless for my needs (I can just use the website & still can’t reach a live person). Removed the app.,3,False,Aya_the_tiger
26,34078222.0,2023-01-04T03:54:58Z,Thanks for taking the time to share your experience with us!  We’re glad to hear that we are providing a quality experience for you. Your excellent review made our day!  -DT,2023-01-02 21:36:50,Convenient setup and payment system and clean fast interface,"I really appreciated how easy it was to setup the equipment shipped to my door by Spectrum. Internet is fast, and I’ve been able to set up multiple devices with ease. Payment system was easy and setting up auto pay is a nice feature. Lastly, the user interface is very clean and updated. Would recommend so far!",5,False,Alpal2513
27,34759942.0,2023-02-08T23:47:48Z,"We are sorry to hear we didn’t meet your expectations and apologize for any poor experience. If you need direct support, want to ask a question or provide additional feedback, please contact us on Facebook (facebook.com/spectrum), Twitter (https://twitter.com/Ask_Spectrum) or visit our customer Community (https://community.spectrum.net).
",2023-02-07 18:14:03,Very disappointed,Spectrum is supposed to have no added taxes or fees per their ads. My account was very confusing from the start on July 2019 with numerous discounts each bill that didn't ever lower my balance which is now $100 more than when I started! That's in 3 1/2 yrs! I don't make changes at all. I have the most basic plan Spectrum has PLUS I had to delete my house phone to save $10/month! My income is low and it is difficult to pay it. Unfortunately I have no choice where I live. It's just way too much for a very basic plan without a home phone.,2,False,rip***tu
28,34783207.0,2023-02-09T23:47:29Z,"Thanks for taking the time to share your experience with us!  We’re glad to hear that we are providing a quality experience for you.
",2023-02-08 18:30:01,Spectrum experience,My spectrum app is excellent. I get to pay my mobile and other services online in a quickly timely manner. You don’t have to go into a spectrum store where you have to wait hours to get in line customer service on the phone is quick and efficient they have taken care of every problem I’ve had. and I save time which is key.,5,False,RR try me
29,,,,2023-01-21 15:37:22,Awful customer service,"I have had spectrum for roughly three years now. Every year they try to raise my bill without saying anything to me and when I try to speak to someone about it they are rude and short and refuse to answer my questions. However, as soon as I get a third party involved suddenly they can put my bill back at its original price. It’s absolutely ridiculous how deceiving they are and how willing they are to screw over their loyal customers. I’ve never written a review before but I am so done with how awful they have been. I will never use spectrum again and will never recommend them.",1,False,Ashton565676
30,32191438.0,2022-09-23T11:58:27Z,"We're sorry to hear about this issue and would love to see how we can help. Please visit https://community.spectrum.net/discussion/169249/troubleshooting-issues-with-the-my-spectrum-app to find answers to common issues or you can post additional feedback or ask a question so we can help you resolve the issue. ^PB
",2023-03-09 12:48:36,Not combined,"i have a iPhone pro max and when they got rid of the mobile app it was suppose to combine with the normal spectrum app, but i no longer can pay my bill on the app. I have to physically go to the website it is super annoying. Since I don’t have access to the website all the time. Its so inconvenient please help and fix my app so I can pay in the app.
Update: 
So I still can’t pay my phone bill on the app. This has been an ongoing issue. This issue alone makes me want to switch companies. Heavily considering going to another company.",2,True,Aachae
31,,,,2023-02-07 21:47:47,GOOD LUCK,I’m really disappointed in this company I’ve been having it for a while but past 1 and half this company is gone try so many bad experiences every single day I don’t get any WiFi connection and constantly have issues with the WiFi and cable I advise everyone to make sure ur WiFi and cable is but the right way and last 4 months I pay 250$  but some how within the 4 months I’ve been paying 550$ make sure y’all get a contract done with them bc they will make u pay more tha. U supposed too if u don’t have a contract thx guys,2,False,"crazyeyes10"""
32,35282956.0,2023-03-09T03:48:13Z,"Thanks for the feedback! If you should ever need direct support, want to ask a question or want provide additional feedback, please visit https://community.spectrum.net/discussion/169249/troubleshooting-issues-with-the-my-spectrum-app ",2023-03-07 23:33:57,Spectrum commercial,"I want to thank you for creating new commercials. 
The FREE “screamer” was just plain annoying. A friend who also disliked it said it was like fingernails on a chalkboard. She too sat w her remote and muted every time it came on. 

I have the habit of falling asleep w the TV on. Bad habit I admit…. Even tho the volume was turned down the “screamer” never failed to jolt me awake. 
Thank you and here’s to effective low-key spots!!",5,False,A Spectrum fan
33,35202664.0,2023-03-04T19:19:49Z,"Thanks for taking the time to share your experience with us!  We’re glad to hear that we are providing a quality experience for you.
",2023-03-03 12:26:57,Spectrum Service,"I have never experienced such professional and exceptional service from any other company in my life. From the very start it was my dream to become a Spectrum customer. From signing up for service to the installation team, everything was more than I could have ever dreamed of. Thank you so much, we love our new service provider.",5,False,Jim Vineyard
34,35186210.0,2023-03-03T12:36:47Z,"Thanks for the excellent rating! If you need direct support, want to ask a question or provide additional feedback, please contact us on Facebook (facebook.com/spectrum), Twitter (https://twitter.com/Ask_Spectrum) visit our customer Community (https://community.spectrum.net). ^RJR",2023-03-02 01:44:31,Very Grateful,"I am pleased with my Spectrum service to a great degree, ( via the Internet) as it has been reliable and helpful in more ways than I would have imagined, truly the Spectrum service I receive has revolutionized my technological  experience. Moreover the ease of the Spectrum app has been a compliment to the overall appeal. Thank you Spectrum for helping upgrade my life. God bless you.",5,False,Versustri
35,35278625.0,2023-03-08T20:03:57Z,"We're sorry that you're having issues with your service and we would like to help. Please contact us on Facebook (facebook.com/spectrum), Twitter (https://twitter.com/Ask_Spectrum) or visit our customer Community (https://community.spectrum.net) so we can help provide you with a solution.
",2023-03-07 15:57:10,Not happy with your outages,"Glad I can pay online but still upset you cut off cable for hours due to outage and refuse to give me a credit!!!
It has happened several times when I wanted to watch specific sport and you are having issues I have no cable 
You say only give credit for more then 4 hours but you are down 3.5 hours several days in a row
Not right!",4,False,gayle gale
36,34536228.0,2023-01-29T00:19:30Z,"Thanks for taking the time to share your experience! If you need direct support, want to ask a question or provide additional feedback, please contact us on Facebook (facebook.com/spectrum), Twitter (https://twitter.com/Ask_Spectrum) visit our customer Community (https://community.spectrum.net).
",2023-01-27 20:10:52,Wifi,"I am having a good experience with spectrum. I do believe it is a little pricey, and I’m being overcharged for just Wi-Fi. I can’t even afford cable and I’ve tried to sign own, but nobody wants to help inside the store so I gave up because this was over a year ago and I tried, and I tried, and I tried. Maybe someone could call me and help me",5,False,Lizard#53
37,35238346.0,2023-03-06T19:54:47Z,"We are happy you are enjoying the My Spectrum App. If you need direct support, want to ask a question or provide additional feedback, please contact us on Facebook (facebook.com/spectrum), Twitter (https://twitter.com/Ask_Spectrum) or visit our customer Community (https://community.spectrum.net).
",2023-03-05 12:44:43,Inadequate,"Simple to navigate but no useful info when you get there. Can see data use by line- but not the end of the billing period, nor a daily usage to see where data use might have been an issue so you can correct usage issues and patterns. Absolutely no detail on billing statements. Billing statements are a full month out of date anyway. If you want to know your bill total or upgrade( so you can pay more) this is a good app. For actually understanding your account or usage, it’s no help.",2,False,v.daniell
38,,,,2023-01-27 09:09:26,Not worth the struggle.,"App states you can reset your modem or router through the app yet i don’t have the option. App states I can change the name and password of my wifi yet i dont have the option. This app is horrible and the service is even worse. I pay for 300 mbp and I get it yet the service still struggles to run? I do everything that is needed and even got a technician to come by and yet it still struggles? Horrible service please run away from spectrum. Don’t know how they got all these 5 star reviews, most likely botted. Fix your app and fix your service.",1,False,trashiii
39,,,,2023-02-28 18:20:55,Review,The app is always better then going in to pay your billThe kiosk machine is never working and when you go up to a counter to pay your bill they ignore you give you attitude and tell you to use the kiosk even though they know it’s not working just a very bad place to go into would rather use the app,5,False,"1&?@""-05,8@,$/7(0@!.,?:;5"
40,34188154.0,2023-01-09T23:47:54Z,Thanks for taking the time to share your experience with us!  We’re glad to hear that we are providing a quality experience for you. Your excellent review made our day!  ,2023-01-08 15:02:07,All in one!,"Since Spectrum upgraded the app, it has been a lot more convenient and easier seeing all my services in one app. With the app, I can see my current and past bills, control my home internet and devices, and reaching customer support when needed. Overall, the upgrades make the app amazing.",5,False,Poison.28
41,34055590.0,2023-01-03T04:33:08Z,Thanks for taking the time to share your experience with us!  We’re glad to hear that we are providing a quality experience for you. Your excellent review made our day!  -DT,2023-01-01 18:25:12,Customer Forward,I appreciate the customer forward nature of Spectrum. I get alerts and proactive information. I get information to help me take care of my accounts better and the customer service is always very friendly and super helpful! It’s one of the few stores I actually like going into for help!,5,False,Stylin' Mom
42,35123208.0,2023-02-28T15:17:47Z,Thanks for taking the time to share your experience with us!  We’re glad to hear that we are providing a quality experience for you. Your excellent review made our day! ^RJR,2023-02-26 17:54:17,Problem solved-router,Well we had a huge power outage and when it came back I had no internet. Thinking they may still have issues I assumed they were still down. I powered the cable modem and it showed connected but still no internet. Using the app I used it to recycle the modem and problem solved. So yeah App.,5,False,Comeon111
43,35485866.0,2023-03-20T14:46:37Z,"We're sorry to hear you’re having issues with the My Spectrum app. Please contact us by private message on Facebook (https://bit.ly/2FhleCk) or on Twitter (https://bit.ly/3n1B0uw). To provide additional feedback on our Community, please visit https://bit.ly/3piLaWB ^STS
",2023-03-17 10:55:49,App doesn’t work,"This app does not tell you any information regarding your billing but does give information on how to give your credit card info for automatic billing. It does, however, show you all the ways you can upgrade to more of their products. Their chat box is limited so you have to call anyway. This app is just another way for Spectrum to give the worst customer service they possibly can. 
Basically, if they can’t get an app right, should you really trust them with more than you basic internet: if that?",1,False,pacificwar
44,34958136.0,2023-02-20T04:05:20Z,"We are sorry to hear you’re having issues with the My Spectrum app. Please contact us by private message on Facebook (m.me/Spectrum) or on Twitter (https://twitter.com/ask_spectrum). To provide additional feedback on our Community, please visit https://community.spectrum.net/discussion/169249/troubleshooting-issues-with-the-my-spectrum-app  -DT",2023-02-18 19:49:14,Error when launching app,I have the same problem as the previous poster. I can’t launch the app. It’s just spinning and then timed out with error. I was able to get to it a few months ago but in the last month or so it just doesn’t allow me to get into the login screen. Weird!!!,5,False,tt10264
45,25299571.0,2021-09-24T11:35:07Z,We're sorry to hear about this issue and would love to see how we can help. Please visit https://community.spectrum.net/discussion/169249/troubleshooting-issues-with-the-my-spectrum-app to find answers to common issues or you can post additional feedback or ask a question so we can help you resolve the issue. ^PB,2023-03-07 03:35:18,"Horrible billing practices, great service otherwise","I moved so was paying for services at two locations for a couple months. At one location I will be billed $125 for services from March 1 through March 31st despite canceling service on March 3rd. So, I paid $125 for less than 3 days of service.

And they do not offer prorated refunds for amount paid. While I am happy with their Internet services, the lack of being able to offer a prorated refund or rate is horrible. Should be easy to do in this day and age.

Unfortunately they are a kind of monopoly in my area so can’t take my money elsewhere.

Moral of the story is that if you cancel, make sure to milk it all out by canceling the very last day of the month AND removing autopay so that you can’t be billed any more in the future. Won’t be making that mistake again.",2,True,ScottK83
46,34275413.0,2023-01-13T19:32:28Z,"Thanks for taking the time to share your experience with us!  We’re glad to hear that we are providing a quality experience for you.
",2023-01-12 15:38:41,Spectrum,I really enjoy you internet service although I do not  like how the prices change all the time . I have been with y’all since 2014 or so and it the same ‘ you get one price quote and then after a while y’all change . I rather enjoy your services more if y’all stick to a plan .,5,False,Rdarla1
47,34455599.0,2023-01-24T11:36:00Z,Thanks for taking the time to share your experience with us!  We’re glad to hear that we are providing a quality experience for you. Your excellent review made our day! ^RJR,2023-01-23 01:41:56,Spectrum mobile,"My son lives in an area of Iowa where phone service is very dicey at best.   He has Spectrum mobile down there and it works better then the only service he was told would work in the area.  I highly recommend Spectrum mobile to anyone looking for a new, cheaper service.",5,False,kidzma9
48,34860485.0,2023-02-14T11:38:38Z,"We are sorry to hear you’re having issues with the My Spectrum app. Please contact us by private message to provide additional feedback on Facebook (m.me/Spectrum), Twitter (https://twitter.com/ask_spectrum) or on our Community forum https://community.spectrum.net/discussion/169249/troubleshooting-issues-with-the-my-spectrum-app ^RJR",2023-02-14 23:03:52,App is now fixed due to an account issue,"Since the last update, the app hasn’t worked at all. Uninstalled and reinstalled, but nothing. Worked fine before the last update.

Update: Something on Spectrums end messed up my login information. They did fix my account and was able to login again.",4,True,wescwb
